Date,Close,Open,High,Low,PE,MA20,EMA10,RSI,MACD,Bollinger_High,Bollinger_Low,Close_Mean_10,Close_Std_10,Daily_Return,day_of_week,month,quarter,is_month_end,PE_Close_Corr
1960-02-26,56.16,56.16,56.16,56.16,17.55,55.7495,55.81817681665303,48.39607469139562,-0.43389697315446085,56.73954030625238,54.759459693747615,55.619999799999995,0.5043813878863846,0.004112283211156642,4,2,1,0,0.6775174574388761
1960-02-29,56.119999,56.119999,56.119999,56.119999,17.55,55.7749999,55.873053577261565,47.958116252790646,-0.3783447522768171,56.775570105435015,54.77442969456498,55.685999800000005,0.5239215594401484,-0.0007122685185184663,0,2,1,1,0.6386737074283633
1960-03-01,56.009998,56.009998,56.009998,56.009998,17.29,55.77749984999999,55.897952563214005,46.706389525582566,-0.33928431993933117,56.78015413987503,54.77484556012495,55.769999799999994,0.49873185625764727,-0.0019601033848912763,1,3,1,0,0.5843218357431552
1960-03-02,55.619999,55.619999,55.619999,55.619999,17.29,55.7174998,55.847415551720545,42.473676648823535,-0.33592596047331824,56.599835105881475,54.83516449411852,55.858999700000005,0.34964935038411304,-0.006963024708553034,2,3,1,0,0.535481091913002
1960-03-03,54.779999,54.779999,54.779999,54.779999,17.29,55.640499750000004,55.65333981504408,35.09626679806401,-0.39647509809427817,56.56677174731238,54.71422775268763,55.83399969999999,0.4178040960408071,-0.015102481393428402,3,3,1,0,0.48550546053275945
1960-03-04,54.57,54.57,54.57,54.57,17.29,55.55549975,55.456368939581516,33.528364322775175,-0.4561477033745831,56.54495396470883,54.566045535291174,55.7109998,0.5789158261608763,-0.0038334976968509293,4,3,1,0,0.45574942315713585
1960-03-07,54.02,54.02,54.02,54.02,17.29,55.45749975,55.19521095056669,29.77638650459572,-0.5415761239973378,56.630579221734564,54.28442027826543,55.4889996,0.7530005099607655,-0.010078797874289891,0,3,1,0,0.4042118207657352
1960-03-08,53.470001,53.470001,53.470001,53.470001,17.29,55.3649998,54.88153641410002,26.573901467220793,-0.646209979197522,56.8238142172599,53.9061853827401,55.241999799999995,0.9641319520118574,-0.010181395779340963,1,3,1,0,0.3560843238715133
1960-03-09,54.040001,54.040001,54.040001,54.040001,17.29,55.27499984999999,54.72852997517274,34.443110708679384,-0.6753537691213438,56.82475430345564,53.725245396544345,55.071999700000006,1.0150943235870722,0.010660183080976493,2,3,1,0,0.3884629527437091
1960-03-10,53.830002,53.830002,53.830002,53.830002,17.29,55.19199985,54.56516125241406,33.03827648648266,-0.7072429404961724,56.86009500268333,53.523904697316674,54.8619999,1.0348989743509085,-0.003885991785973486,3,3,1,0,0.6716642789934618
1960-03-11,54.240002,54.240002,54.240002,54.240002,17.29,55.14499995,54.50604138833877,38.32720452968551,-0.6914610327072666,56.86399286970808,53.42600703029192,54.6700001,0.9411919676675413,0.007616570402505296,4,3,1,0,0.6900284520412763
1960-03-14,54.32,54.32,54.32,54.32,17.29,55.088,54.472215681368084,39.33405723714187,-0.6648347854913794,56.836776939465494,53.33922306053451,54.4900002,0.7936263114488943,0.001474889326147144,0,3,1,0,0.7080762251171521
1960-03-15,54.740002,54.740002,54.740002,54.740002,17.29,55.06650019999999,54.52090410293752,44.460662891086066,-0.60289286775253,56.82127870613863,53.31172169386136,54.3630006,0.6017939019679777,0.007731995581737872,1,3,1,0,0.7037948000079666
1960-03-16,55.040001,55.040001,55.040001,55.040001,17.29,55.08200025,54.615285356948874,47.85056898332212,-0.523560757071067,56.830079356907426,53.333921143092574,54.3050008,0.4835112201398108,0.005480434582373572,2,3,1,0,0.6848478025413215
1960-03-17,54.959999,54.959999,54.959999,54.959999,17.29,55.078500250000005,54.67796056477635,47.02625421008215,-0.4618213910719575,56.827261983057504,53.329738516942506,54.3230008,0.5059871816568964,-0.0014535246828937254,3,3,1,0,0.6683144551384163
1960-03-18,55.009998,55.009998,55.009998,55.009998,17.29,55.0390002,54.73833100754428,47.6334173082906,-0.40419864687240903,56.756193551258654,53.32180684874134,54.3670006,0.5472967888750627,0.0009097343688089232,4,3,1,0,0.6642767314044602
1960-03-21,55.07,55.07,55.07,55.07,17.29,54.98050009999999,54.79863446071805,48.3977846510774,-0.3496598854981414,56.607391335333894,53.35360886466609,54.4720006,0.573425643345574,0.001090747176540452,0,3,1,0,0.6428948549135443
1960-03-22,55.290001,55.290001,55.290001,55.290001,17.29,54.9480002,54.88797383149658,51.20983926101416,-0.28539542133883344,56.52203344336119,53.37396695663882,54.654000599999996,0.5047809395081427,0.003994933720719018,1,3,1,0,0.6206470756360913
1960-03-23,55.740002,55.740002,55.740002,55.740002,17.29,54.9480002,55.04288804395175,56.43894367095468,-0.19589588478851283,56.52203344336119,53.37396695663882,54.8240007,0.5584340569861551,0.008138921900182394,2,3,1,0,0.5909246578990103
1960-03-24,55.98,55.98,55.98,55.98,17.29,54.9505002,55.21327203596052,58.964919450272205,-0.10439759393241133,56.530910161752374,53.37009023824763,55.0390005,0.5469805186472445,0.004305669023836778,3,3,1,0,0.5390833175268385
1960-03-25,55.98,55.98,55.98,55.98,17.29,54.94150020000001,55.352677120331336,58.964919450272205,-0.0315211826470545,56.49609585855761,53.386904541442405,55.2130003,0.5412959081905017,0.0,4,3,1,0,0.5124633795882116
1960-03-28,55.860001,55.860001,55.860001,55.860001,17.29,54.92850030000001,55.44491782572563,57.04668980068106,0.016362366737737943,56.447397443195015,53.409603156805005,55.367000399999995,0.4738742688395865,-0.002143604858878212,0,3,1,0,0.5361660356501271
1960-03-29,55.779999,55.779999,55.779999,55.779999,17.29,54.91700035,55.50584167559369,55.74466838720232,0.047309576463845815,56.40616188872077,53.42783881127924,55.47100009999999,0.43337088016985237,-0.0014321875862479683,1,3,1,0,0.5527443681111748
1960-03-30,55.66,55.66,55.66,55.66,17.29,54.9190004,55.53387046184938,53.762552583709756,0.0614442555772996,56.41203568531809,53.425965114681915,55.533,0.40849503465115106,-0.00215129082379506,2,3,1,0,0.5260115162696332
1960-03-31,55.34,55.34,55.34,55.34,17.29,54.94700045,55.498621286967676,48.781325720214205,0.04629114940605916,56.44953238204154,53.444468517958455,55.57100009999999,0.36458385988696407,-0.005749191519942354,3,3,1,1,0.47728373669155677
1960-04-01,55.43,55.43,55.43,55.43,17.43,54.990000450000004,55.48614468933719,50.17943871335502,0.041071010389771345,56.49613392748614,53.483866972513866,55.613000299999996,0.3133705690651405,0.0016263100831224175,4,4,2,0,0.45008961372353473
1960-04-04,55.540001,55.540001,55.540001,55.540001,17.43,55.06600050000001,55.49593674582133,51.907388455371716,0.045288120728699255,56.52121662415632,53.6107843758437,55.6600004,0.2521462318237355,0.0019845029767273648,0,4,2,0,0.444449908163184
1960-04-05,55.369999,55.369999,55.369999,55.369999,17.43,55.1610004,55.47303897385382,49.07455562344679,0.03451460751014679,56.42218800729911,53.899812792700885,55.668000199999994,0.24008350121650426,-0.003060892994942499,1,4,2,0,0.4085119814053968
1960-04-06,56.509998,56.509998,56.509998,56.509998,17.43,55.28450025000001,55.66157697860767,63.47122424068506,0.11662058310803758,56.565990126279125,54.00301037372089,55.744999799999995,0.35951316464960525,0.02058874879156125,2,4,2,0,0.400014183118691
1960-04-07,56.52,56.52,56.52,56.52,17.43,55.41900015,55.817653891588094,63.56853723881255,0.18041749751540692,56.624004011074824,54.21399628892518,55.798999800000004,0.43198349454160107,0.00017699522834879744,3,4,2,0,0.4195864342600833
1960-04-08,56.389999,56.389999,56.389999,56.389999,17.43,55.5265,55.92171663857207,61.28334508315061,0.2179743450138787,56.67383162599343,54.37916837400657,55.8399997,0.4689464219583505,-0.0023000884642604413,4,4,2,0,0.5068728455737528
1960-04-11,56.169998,56.169998,56.169998,56.169998,17.43,55.61899989999999,55.96685870428624,57.51521490021015,0.2273652500908767,56.65525972224802,54.582740077751964,55.870999399999995,0.48051890146754017,-0.003901418760443698,0,4,2,0,0.5560016363055919
1960-04-12,56.299999,56.299999,56.299999,56.299999,17.43,55.696999749999996,56.02742966714328,59.114973455436754,0.24250218996498063,56.690842295881744,54.70315720411825,55.9229994,0.49741613653940897,0.0023144205915763827,1,4,2,0,0.5825601470132448
1960-04-13,56.299999,56.299999,56.299999,56.299999,17.43,55.75999965,56.07698772766268,59.114973455436754,0.2515980580718704,56.738896582268396,54.7811027177316,55.9869993,0.500977428855921,0.0,2,4,2,0,0.6002336166941747
1960-04-14,56.43,56.43,56.43,56.43,17.43,55.83349969999999,56.141171777178556,60.825741642004715,0.26622768626875626,56.78134465588909,54.88565474411089,56.095999299999995,0.4615959011959093,0.0023090764175679457,3,4,2,0,0.6171718829379246
1960-04-18,56.59,56.59,56.59,56.59,17.43,55.9124998,56.222776908600636,62.884207160670805,0.2874192446991515,56.83568641602291,54.98931318397709,56.2119993,0.41946508370221286,0.0028353712564239686,0,4,2,0,0.6480924758540054
1960-04-19,56.130001,56.130001,56.130001,56.130001,17.43,55.96549985,56.20590856158233,54.08504019826389,0.26405180763237723,56.80724665195657,55.12375304804343,56.27099930000001,0.3502206628220612,-0.008128626965895114,1,4,2,0,0.6524147887677305
1960-04-20,55.439999,55.439999,55.439999,55.439999,17.43,55.97299975,56.06665227765827,44.11373622035382,0.18769195457285548,56.79292851154209,55.15307098845791,56.2779993,0.3303467155055444,-0.012292926914432067,2,4,2,0,0.6302075941747269
1960-04-21,55.59,55.59,55.59,55.59,17.43,55.965499650000005,55.97998822717495,46.426102000846825,0.13769281095559194,56.796486015353196,55.134513284646815,56.1859995,0.3825412947943056,0.002705645791948985,3,4,2,0,0.6027130986588747
1960-04-22,55.419998,55.419998,55.419998,55.419998,17.43,55.93749955,55.878171822234044,44.194267644180435,0.08338913078873134,56.801718662843136,55.07328043715686,56.0759993,0.43092176449092795,-0.003058139953229011,4,4,2,0,0.555042503377827
1960-04-25,54.860001,54.860001,54.860001,54.860001,17.43,55.8814996,55.69304985455513,37.75558152034304,-0.004778916416512402,56.8644391021077,54.89856009789229,55.9229995,0.5594847599960212,-0.010104601591649276,0,4,2,0,0.43709140650485784
1960-04-26,55.040001,55.040001,55.040001,55.040001,17.43,55.8404996,55.57431369918147,40.74395885725333,-0.0594430113332578,56.88977439985166,54.79122480014834,55.8099998,0.6153768077825169,0.0032810790506547782,1,4,2,0,0.3449308331366419
1960-04-27,55.040001,55.040001,55.040001,55.040001,17.43,55.803499699999996,55.477165935693925,40.74395885725333,-0.10159359269158585,56.90936098081419,54.6976384191858,55.684000000000005,0.6326520001821139,0.0,2,4,2,0,0.24629844800653472
1960-04-28,54.560001,54.560001,54.560001,54.560001,17.43,55.74849974999999,55.31040867465866,35.47636551476393,-0.17175038899578254,56.97974650228173,54.51725299771826,55.5100002,0.6817784472335352,-0.0087209300741109,3,4,2,0,0.11677517925403014
1960-04-29,54.369999,54.369999,54.369999,54.369999,17.43,55.6999997,55.13942509744799,33.62329920939,-0.23991612525694705,57.061336542961506,54.33866285703849,55.304000099999996,0.6841246923389619,-0.003482441285145854,4,4,2,0,-0.0028705009093213996
1960-05-02,54.130001,54.130001,54.130001,54.130001,17.26,55.63499975,54.955893443366534,31.392733098551986,-0.309733381583996,57.15642580538511,54.113573694614885,55.058000199999995,0.6084185317518491,-0.004414162303000957,0,5,2,0,0.1329970677825637
1960-05-03,54.830002,54.830002,54.830002,54.830002,17.26,55.599499800000004,54.933004090027154,43.22364010383597,-0.30506325042617277,57.1607478838116,54.038251716188405,54.928000299999994,0.47904484967649996,0.012931849012897567,1,5,2,0,0.21630411350777382
1960-05-04,55.040001,55.040001,55.040001,55.040001,17.26,55.58299989999999,54.952458073658576,46.21985618611659,-0.2811757544999409,57.16049165921952,54.005508140780464,54.8880005,0.4471834522893303,0.0038300016841144036,2,5,2,0,0.292431714811865
1960-05-05,54.860001,54.860001,54.860001,54.860001,17.26,55.50050004999999,54.935647696629744,44.07292831250447,-0.2736151721702669,57.04773491769298,53.95326518230701,54.8150006,0.3733405029092157,-0.003270348777791643,3,5,2,0,0.376970518206342
1960-05-06,54.75,54.75,54.75,54.75,17.26,55.412000049999996,54.901893569969786,42.765577861855746,-0.273348525932839,56.91778249484551,53.90621760515448,54.7480008,0.3069132472441941,-0.0020051220925059177,4,5,2,0,0.4528497189026224
1960-05-09,54.799999,54.799999,54.799999,54.799999,17.26,55.33250005,54.88336728452073,43.58473294519368,-0.26603600792991244,56.790482367795704,53.874517732204296,54.7420006,0.30506127180700854,0.0009132237442921465,0,5,2,0,0.513800406922149
1960-05-10,54.419998,54.419998,54.419998,54.419998,17.26,55.24500005,54.79911832369878,39.01445627638265,-0.28758854786574517,56.70148172650847,53.788518373491534,54.680000299999996,0.3007402866288289,-0.006934324944056991,1,5,2,0,0.5802063351166427
1960-05-11,54.57,54.57,54.57,54.57,17.26,55.158500100000005,54.757460446662634,41.61696253049614,-0.28923110709904876,56.55847523020935,53.758524969790656,54.63300019999999,0.27374196041240295,0.0027563764335309937,2,5,2,0,0.6153381830210142
1960-05-12,54.849998,54.849998,54.849998,54.849998,17.26,55.086000049999996,54.77428545636033,46.229613590247396,-0.2648859086966695,56.38881857059498,53.78318152940501,54.6619999,0.28042849831742994,0.005130987722191671,3,5,2,0,0.6270282295562154
1960-05-13,55.299999,55.299999,55.299999,55.299999,17.26,55.0295,54.869869737022086,52.697878107673034,-0.20689587680081445,56.1838218840538,53.8751781159462,54.754999899999994,0.3237024714176562,0.008204211785021398,4,5,2,0,0.6115657067460588
1960-05-16,55.25,55.25,55.25,55.25,17.26,54.9625,54.93898433029079,51.95011565178277,-0.1630928275741539,55.87748361297102,54.04751638702898,54.866999799999995,0.2732543194770417,-0.0009041410651743353,0,5,2,0,0.607488669597506
1960-05-17,55.459999,55.459999,55.459999,55.459999,17.26,54.928999899999994,55.03371427023792,54.84804428040773,-0.11016353456096084,55.709765754277356,54.14823404572263,54.929999499999994,0.33042075869860044,0.0038008868778280913,1,5,2,0,0.57250974456435
1960-05-18,55.439999,55.439999,55.439999,55.439999,17.26,54.928999899999994,55.10758422110375,54.51085343711079,-0.06903473194878984,55.709765754277356,54.14823404572263,54.9699993,0.3673630084819546,-0.00036062027336136726,2,5,2,0,0.53501869148102
1960-05-19,55.68,55.68,55.68,55.68,17.26,54.933499899999994,55.2116598172667,57.85887674177537,-0.01687921158941208,55.73032505196588,54.13667474803411,55.0519992,0.42679187642035654,0.004329022444607089,3,5,2,0,0.4768431841845188
1960-05-20,55.73,55.73,55.73,55.73,17.26,54.949,55.30590348685457,58.54344309505208,0.028164335262971463,55.79369859240128,54.10430140759872,55.1499992,0.4608932534890674,0.0008979885057471826,4,5,2,0,0.4134618454092645
1960-05-23,55.759998,55.759998,55.759998,55.759998,17.26,54.99399985,55.388466125608275,58.974044190059175,0.06552690518707038,55.90798844555534,54.08001125444466,55.245999100000006,0.4794953258962206,0.00053827382020466,0,5,2,0,0.3385499624699727
1960-05-24,55.700001,55.700001,55.700001,55.700001,17.26,55.026999849999996,55.445108830043125,57.68355074299705,0.08926674310266947,55.99151188020243,54.06248781979756,55.3739994,0.39850289947479267,-0.0010759864087513948,1,5,2,0,0.25723218509440754
1960-05-25,55.669998,55.669998,55.669998,55.669998,17.26,55.058499700000006,55.48599777003528,57.01169096006467,0.10445564468209056,56.062974693419726,54.054024706580286,55.48399920000001,0.28856765507695187,-0.0005386534912270591,2,5,2,0,0.15467120626260947
1960-05-26,55.709999,55.709999,55.709999,55.709999,17.26,55.115999599999995,55.5267252663925,57.718765450204245,0.11835636649296077,56.131349360036054,54.100649839963936,55.56999929999999,0.18991221364033511,0.000718537837921307,3,5,2,0,0.005484802665636862
1960-05-27,55.740002,55.740002,55.740002,55.740002,17.26,55.18449975,55.56550285432114,58.27314723578267,0.13029185661267206,56.17381187112572,54.19518762887428,55.6139996,0.17037224996206424,0.0005385568217295411,4,5,2,0,-0.1372749050897125
1960-05-31,55.830002,55.830002,55.830002,55.830002,17.26,55.269499800000006,55.61359360808093,59.968745653943145,0.1453377037820971,56.169932777631864,54.36906682236815,55.6719998,0.12550406280249382,0.0016146393392666436,1,5,2,1,-0.20555395871505844
1960-06-01,55.889999,55.889999,55.889999,55.889999,17.82,55.32249965,55.6638491338844,61.10346890480627,0.16025557602273466,56.23787705796135,54.407122242038646,55.7149998,0.1182514928350058,0.0010746372532819404,2,6,2,0,0.06713565027350295
1960-06-02,56.130001,56.130001,56.130001,56.130001,17.82,55.37699965,55.74860401863269,65.3363411948218,0.1892625519830773,56.34678590872202,54.407213391277985,55.784000000000006,0.13937998422367506,0.004294185083095092,3,6,2,0,0.24971166124038255
1960-06-03,56.23,56.23,56.23,56.23,17.82,55.445499600000005,55.83613056069947,66.95017545888409,0.2178091052057738,56.452366430124876,54.438632769875134,55.839,0.19226458043820002,0.0017815606310072063,4,6,2,0,0.39330921591211326
1960-06-06,56.889999,56.889999,56.889999,56.889999,17.82,55.55249955000001,56.02774300420866,75.16759722800515,0.2903419761898647,56.6876456291483,54.417353470851715,55.954999900000004,0.3787184750386679,0.011737488884937086,0,6,2,0,0.532258864914915
1960-06-07,57.43,57.43,57.43,57.43,17.82,55.68399959999999,56.28269882162526,79.63020778848099,0.3869379864914677,57.02978477632114,54.33821442367885,56.1220001,0.5915664737717244,0.009492019853964084,1,6,2,0,0.6334701541327695
1960-06-08,57.889999,57.889999,57.889999,57.889999,17.82,55.85749965000001,56.574935217693394,82.51310953736134,0.49490414856263243,57.388667613681754,54.32633168631826,56.3409999,0.7900552569997354,0.008009733588716816,2,6,2,0,0.7153143422826598
1960-06-09,58.0,58.0,58.0,58.0,17.82,56.02899965,56.8340379053855,83.12804983780833,0.5826280972102609,57.706306066015074,54.35169323398493,56.5740001,0.9053441722480831,0.0019001727742298247,3,6,2,0,0.7805233052939485
1960-06-10,57.970001,57.970001,57.970001,57.970001,17.82,56.1849998,57.04057664986087,82.2782817690439,0.6423249675500315,57.97147703075472,54.39852256924528,56.8000003,0.9468305222050124,-0.0005172241379309828,4,6,2,0,0.8098925103925921
1960-06-13,57.990002,57.990002,57.990002,57.990002,17.82,56.31949995,57.21319944079525,82.40740734682936,0.6833715985279056,58.220578864670784,54.41842103532922,57.0250003,0.9342049495581777,0.0003450232819557364,0,6,2,0,0.8230326315562143
1960-06-14,57.91,57.91,57.91,57.91,17.82,56.45249995,57.33989045155975,79.89965204962164,0.7013610034418747,58.4071142579917,54.497885642008306,57.233000100000005,0.8677694492847496,-0.0013795826390901045,1,6,2,0,0.8325549190640408
1960-06-15,57.57,57.57,57.57,57.57,17.82,56.55800000000001,57.381728551276154,70.1318478820904,0.6803400414406724,58.51471809313598,54.60128190686403,57.40100020000001,0.730668719279828,-0.005871179416335637,2,6,2,0,0.8392224335985791
1960-06-16,57.5,57.5,57.5,57.5,17.82,56.661000050000006,57.40323245104412,68.28106220130921,0.6505334183178917,58.58812153231644,54.73387856768357,57.5380001,0.5784618746685448,-0.0012159110647906868,3,6,2,0,0.8440170335345208
1960-06-17,57.439999,57.439999,57.439999,57.439999,17.82,56.749,57.409917278127,66.65725885970241,0.6149807601069597,58.649451761030974,54.84854823896903,57.659000000000006,0.3596129802388548,-0.0010434956521738759,4,6,2,0,0.8465060722960841
1960-06-20,57.16,57.16,57.16,57.16,17.82,56.8205,57.36447777301299,59.541289441404494,0.5577816830459028,58.669115670172076,54.97188432982793,57.68600009999999,0.30078450536432033,-0.004874634485979024,0,6,2,0,0.8499360582155995
1960-06-21,57.110001,57.110001,57.110001,57.110001,17.82,56.88800015,57.31820926882881,58.34353204494509,0.502622580698386,58.674332728890356,55.10166757110965,57.6540002,0.3448414843576771,-0.0008747200839748226,1,6,2,0,0.8505667732470681
1960-06-22,57.279999,57.279999,57.279999,57.279999,17.82,56.96700005,57.31126194722357,61.20134912303531,0.4672399611304172,58.67418614682869,55.25981395317132,57.59300019999999,0.35232754773018565,0.0029766765369168002,2,6,2,0,0.8488194264621375
1960-06-23,57.59,57.59,57.59,57.59,17.82,57.06300015000001,57.36194159318292,65.8079547104374,0.45892328812268346,58.68127182570971,55.44472847429031,57.552000199999995,0.3222770498958456,0.005412028725768847,3,6,2,0,0.8444593350198236
1960-06-24,57.68,57.68,57.68,57.68,17.82,57.1615002,57.419770394422386,67.03179244412226,0.454356968380182,58.67477793974378,55.64822246025622,57.523000100000004,0.2921209213104583,0.0015627713144643618,4,6,2,0,0.8375906501663779
1960-06-27,57.330002,57.330002,57.330002,57.330002,17.82,57.24100020000001,57.40344886816377,58.29349908466796,0.41768144187673073,58.60711720172572,55.8748831982743,57.457000099999995,0.24576619105824146,-0.006067926490984754,0,6,2,0,0.8283592670776458
1960-06-28,56.939999,56.939999,56.939999,56.939999,17.82,57.29650005,57.31918525577036,50.40795074070281,0.35307580211618017,58.51053954252222,56.08246055747778,57.36,0.23842078116143303,-0.006802773179739319,1,6,2,0,0.8097286496429807
1960-06-29,56.939999,56.939999,56.939999,56.939999,17.82,57.349000049999994,57.25024230017574,50.40795074070281,0.29843519202326263,58.394292568103715,56.30370753189627,57.29699989999999,0.25910335432615783,0.0,2,6,2,0,0.7908686334245119
1960-06-30,56.919998,56.919998,56.919998,56.919998,17.82,57.3884999,57.190197881961964,50.00561953846086,0.2506291050043217,58.297352094146106,56.47964770585389,57.2389997,0.2731487372620849,-0.0003512644951048083,3,6,2,1,0.7685472669356409
1960-07-01,57.060001,57.060001,57.060001,57.060001,17.38,57.42999995,57.16652572160524,52.842898831900676,0.22148635186977828,58.18649264395311,56.673507256046896,57.2009999,0.2684714058872463,0.002459645202376848,4,7,3,0,0.7106312264498933
1960-07-05,57.02,57.02,57.02,57.02,17.38,57.4365,57.139884681313376,51.935982055238256,0.19293868657211277,58.176372948555525,56.69662705144448,57.1869999,0.27443113566707406,-0.0007010339870130444,1,7,3,0,0.6438679742654682
1960-07-06,56.939999,56.939999,56.939999,56.939999,17.38,57.41199995000001,57.10354183016549,50.08460735042916,0.16199170451186973,58.182911857291906,56.64108804270811,57.169999700000005,0.2848006281225305,-0.001403034023149785,2,7,3,0,0.5686732395663676
1960-07-07,57.240002,57.240002,57.240002,57.240002,17.38,57.379500099999994,57.12835277013539,56.36612552806367,0.15983129743320035,58.121322348523854,56.637677851476134,57.16600000000001,0.2833613868493718,0.005268756678411535,3,7,3,0,0.4502877189644158
1960-07-08,57.380001,57.380001,57.380001,57.380001,17.38,57.34850014999999,57.17410699374714,58.96153146600655,0.1674852429136351,58.03366603196226,56.66333426803772,57.145000100000004,0.25478826721977615,0.0024458245127245704,4,7,3,0,0.2846621654810095
1960-07-11,56.869999,56.869999,56.869999,56.869999,17.38,57.29350005,57.11881463124765,47.80588989682065,0.1308893398807669,57.94610425670205,56.64089584329795,57.064,0.18500573565188452,-0.008888149025999548,0,7,3,0,0.13723872753406777
1960-07-12,56.25,56.25,56.25,56.25,17.38,57.20649995,56.960848334657165,38.315149148946894,0.05126710998458606,57.92508999905746,56.48790990094254,56.95599980000001,0.29500331523796625,-0.01090203993145844,1,7,3,0,0.3117924385665977
1960-07-13,56.099998,56.099998,56.099998,56.099998,17.38,57.115999849999994,56.80433009199222,36.43073077459601,-0.02366519104501208,57.90940859409418,56.32259110590581,56.87199969999999,0.4007167872166453,-0.002666702222222206,2,7,3,0,0.4737825469382376
1960-07-14,56.119999,56.119999,56.119999,56.119999,17.38,57.04349979999999,56.67990625708454,36.876527664382316,-0.08050762414746515,57.91851563848821,56.168483961511775,56.789999699999996,0.4641367901833265,0.00035652407688147036,3,7,3,0,0.6117700384235576
1960-07-15,56.049999,56.049999,56.049999,56.049999,17.38,56.97099975,56.56537766488734,35.92692723318795,-0.12970887373887052,57.91987169605243,56.02212780394756,56.7029998,0.5157323048090287,-0.0012473271783202122,4,7,3,0,0.669645037028429
1960-07-18,55.700001,55.700001,55.700001,55.700001,17.38,56.883999849999995,56.408036453089636,31.55200753891299,-0.19469876588325974,57.95599683917743,55.81200286082256,56.5669998,0.5857013865645556,-0.006244389049855248,0,7,3,0,0.6865266584456875
1960-07-19,55.700001,55.700001,55.700001,55.700001,17.38,56.8109999,56.27930273434606,31.55200753891299,-0.24339798319429917,57.9912528444173,55.630746955582694,56.4349999,0.6200047517751757,0.0,1,7,3,0,0.6939565353564003
1960-07-20,55.610001,55.610001,55.610001,55.610001,17.38,56.73599989999999,56.157611509919505,30.446323151404428,-0.2859583616209562,58.01705272982619,55.45494707017379,56.3020001,0.6419036493997347,-0.00161579889379182,2,7,3,0,0.696976615387867
1960-07-21,55.099998,55.099998,55.099998,55.099998,17.38,56.626999850000004,55.965318144479596,25.082342742122833,-0.35672860270599926,58.065640092870424,55.188359607129584,56.0879997,0.6510984247164043,-0.009171066190054478,3,7,3,0,0.6850989409128572
1960-07-22,54.720001,54.720001,54.720001,54.720001,17.38,56.48349989999999,55.7388968454833,21.97572597412855,-0.438423240562301,58.07383693057133,54.89316286942865,55.82199969999999,0.6064427711402015,-0.006896497528003476,4,7,3,0,0.6636161574758346
